title,review_value,reviewer_name,date_of_review,review_text,aircraft,traveller_type,seat_type,route,date_flown,seat_comfort_rating,cabin_staff_service_rating,food_and_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommendation
ANA All Nippon Airways customer review,9,Jezrel Sabaduquia,1st September 2014,SFO-NRT NRT-MNL. Check-in at SFO was efficient and friendly which was a good start for the trip. Service on board was efficient friendly and warm. This is perhaps ANA's strong suit although it may just be a cultural thing for Japan but the cabin crew were beyond amazing. Every service call was answered and every request was honored. Their professionalism is excellent and each interaction was followed by a bow and a thank you even though they are the one doing you a favor. However the IFE seat comfort and food was average. 77W was configured as 3x4x3 however legroom was still excellent. IFE was disappointing and the choices of movies were just poor. However the moving map was of high quality. NRT-MNL leg on an older 767 but the seats were still comfortable and service was once again excellent. Overall. a very pleasant experience with ANA. While their hard product is average their service is what sets them apart. The crew are warm and friendly which many other highly rated airlines like Singapore lacks.,,,Economy Class,,,4.0,5.0,3.0,3.0,,5,yes
ANA All Nippon Airways customer review,9,Takeuchi Sasha,1st September 2014,I flew from DUS to NRT it was a Boeing 787 configuration 3-3-3. This was a very good flight: cabin attendants were very polite and friendly food was also very good. However the plane was quite noisy for a B787.,,,Economy Class,,,4.0,5.0,4.0,5.0,,5,yes
ANA All Nippon Airways customer review,6,T Ugasucia,26th August 2014,This review is for an economy class NRT-JFK trip. First off I would recommend ANA when flying to the US because overall the inflight experience is excellent thanks to the fabulous cabin crew. So much better than dealing with any of the US carriers and their surly service. However my numerous experiences with the ground staff at Narita airport makes me absolutely dread the return leg of my trip between NY and TYO. The check-in process is so confusing and takes so long. All the agents seem to be either new or have no concept of processing passengers quickly. It always takes 20 minutes from the time I reach the counter to when I leave it. Despite being polite and smiling the agents don't really give good advice and are not very helpful to be quite honest. If it weren't for the great cabin crew I'd rate the staff service as very poor. Inflight the economy class seats on the B777-300 are uncomfortable because of the head rest that juts out pushes my head forward so I'm sitting with my chin on my neck. I noticed a lot of passengers sleeping with their heads resting on the tray tables probably because of this. The economy class meals are just horrible. I have learned to buy or pack my own. The drink selections are good. The inflight entertainment is mediocre especially their music selection.,,,Economy Class,,,2.0,3.0,2.0,2.0,,3,yes
ANA All Nippon Airways customer review,10,R Nirschel,18th August 2014,I had a very good trip with ANA (Tokyo to Saigon and return to the US) in Feb and May. Because of a death in the family I had to alter my return trip and (although the waiting time on the phone was longish) the response was warm understanding and accommodating for my change in plans. The negative about ANA is that it codeshares with United (a terrible airline) out of New York so the long leg from NY to Tokyo is suffered with bad food costly drinks and lousy service. It was paradise to change to an all ANA crew and flight in Tokyo. We are now going to fly out of Chicago to avoid Untied and go ANA all the way.,,,Economy Class,,,4.0,5.0,4.0,5.0,,5,yes
ANA All Nippon Airways customer review,7,Peter Nauli,13th August 2014,I flew with my family from CGK to LAX and back from SFO to CGK (2 in business class and 3 in economy class). Business class seems up to expectations but economy class seems a bit cramped especially from Narita to Jakarta. Here are the positive things about ANA: service staff attitude on time performance baggage handling cleanliness inside cabin. But there are negatives as well: hard shell seat on economy class (especially for small aircraft) entertainment is a bit outdated.,,,Business Class,,,3.0,5.0,3.0,3.0,,3,yes
ANA All Nippon Airways customer review,9,Giancarlo Treano,6th August 2014,"1 Aug 2014 NH10 in Economy. Ordered tickets with 2 weeks out and no Premium Economy seats available. I've been flying ANA since 2007 and on 1 Aug their check-in at NRT was chaotic to say the least. My wife is Japanese so there was no language barrier. ANA agents kept moving us from counter to counter to check in! It was ridiculous. Finally when we got to the counter it took me about 15 minutes to check in due to the novice agent. Immigration line long but moved fast. Aircraft was spotted close to active runway. However we took off late due to ""airport congestion"". Aircraft was starting to show it's age as as the nose had paint coming off. Not something you would expect to see on ANA. Inside cabin was clean and fresh. Cabin attendants continuously smiled the entire flight. Standard ANA onboard service. I sat on seat 42D. I'm 72inches tall but I had plenty of legroom and the seat was comfortable. IFE wasn't that bad. Lunch was really good. I had the connoisseur selection. Cabin Attendants made continuous drink rounds through the meal service. Seat was comfortable that I slept from Sakhalin to Hudson Bay. Snacks drinks U.S. Entry Documents and 2nd meal were all distributed in a nice manner. Landed in JFK late but immigration wait wasn't that bad. My luggage took forever to arrive on the carousel. Over all the ground experience was really bad but onboard ANA lived up to their high standards. I will be flying them again.",,,Economy Class,,,5.0,4.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,5,Michel Perrin,2nd August 2014,HND-ITM. B787. On time. Excellent service. Seats are extremely uncomfortable. 3x3x3. Raw 10A/B/C have no screen!,,,Economy Class,,,1.0,5.0,2.0,1.0,,3,yes
ANA All Nippon Airways customer review,9,R Singletary,31st July 2014,"Went ORD-NRT-MNL-NRT-ORD. All flights were pleasant with good in-flight service that seemed to have things I would expect as ""above and beyond"" a bit more included even in economy class. In-flight entertainment seemed to be good but the interface they have things running on was a bit cumbersome to figure out at first. In Manila there was a bit more ""document verification"" processes than normal which made the process a bit inconvenient as we were asked to show passports multiple times by airline employees alone.",,,Economy Class,,,4.0,5.0,4.0,4.0,,5,yes
ANA All Nippon Airways customer review,8,Perrin Michel,31st July 2014,CDG-NRT. B777-300. Old config. 2x3x2. Old Business Class seats very outdated narrow and hard below LH STD of the same type for instance. Fabulous service as usual. Wines and Champagne are not nice. It has to be said once more. We noticed that 95% of pax are Japanese and probably do not pay attention to that point. But these beverages are below acceptable. Champagne is cheap type no charm wines even worse. New Star alliance at CDG is nice but food - what food ? No food! Unacceptable.,,,Business Class,,,3.0,5.0,3.0,4.0,,4,yes
ANA All Nippon Airways customer review,10,Leebeng Law,29th July 2014,My wife and I had a wonderful experience flying Flight NH1077 on 16 July. The crew were courteous helpful and diligent. Our trip from Seattle to Tokyo Narita took about 10 hrs 25 mins and despite the long distance we very much enjoyed all the facilities and services provided. I couldn't find any shortcomings at all.,,,Economy Class,,,4.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,9,Le Quang Kiet,17th July 2014,Travelling with ANA on the route of SGN-NRT-SGN. The flight to Narita was on time but the return trip was delayed due to passenger issue but it was acceptable since ANA's crew kept apologizing and dealt it professionally. The aircraft was a bit old. Inflight entertainment was good. Food was excellent and so was cabin crew. I would give it a 10 out of 10 if the seat were a bit wider.,,,Economy Class,,,4.0,5.0,5.0,5.0,,5,yes
ANA All Nippon Airways customer review,9,Lau Ni,17th July 2014,Took ANA Domestic KIX-CTS on 3 July and CTS-NGO on 6 July 2014. Fantastic service on both legs despite KIX-CTS being mostly empty and CTS-NGO being full load. No food offered as it was over an hour for both legs but the crew did water runs twice. The beef consommé offered as an alternative to coffee/tea was excellent. Planes were in good conditions and very clean. No IFE onboard but seats have very good pitch. Overall a very comfortable flights.,,,Economy Class,,,5.0,5.0,4.0,0.0,,5,yes
